2000 10 512 20 0
72	67	7	2	93	30	11	36	40	12
28	29	50	13	86	51	99	21	100	91
52	74	13	3	44	72	70	89	70	75
16	24	8	49	62	81	39	66	29	57
6	5	73	10	47	6	64	48	11	33
75	55	71	64	40	74	17	28	2	91
2	1	27	38	2	46	86	79	55	32
34	43	92	20	28	43	97	63	72	53
70	72	34	28	83	83	10	46	65	48
77	54	84	79	30	76	46	18	20	93
29	88	54	12	9	43	90	60	53	26
51	67	77	93	65	95	67	19	45	59
65	78	41	92	90	9	71	14	20	92
59	53	81	98	90	97	15	51	93	62
15	32	13	76	4	24	60	84	94	67
10	9	35	54	85	3	56	78	72	42
47	65	14	62	8	62	78	33	76	84
46	99	89	55	35	83	58	88	99	60
90	68	28	35	24	89	31	78	58	92
39	28	55	18	20	53	17	28	91	71
31	2	16	91	94	19	25	97	16	79
35	24	68	6	14	37	18	32	70	27
69	26	66	77	79	80	62	89	63	81
22	24	6	98	96	5	96	5	15	31
63	8	32	54	87	58	52	80	94	13
81	30	89	76	76	96	50	98	8	65
37	62	25	1	12	52	27	28	44	68
41	82	45	47	4	2	40	21	88	83
65	40	75	67	25	32	7	64	14	32
95	41	35	82	81	34	97	78	73	78
99	91	12	22	90	5	11	32	36	45
18	71	82	22	93	91	100	42	12	96
18	36	8	87	20	67	32	10	18	100
77	5	96	91	68	14	95	52	92	43
75	95	22	42	60	82	25	42	29	5
32	64	92	30	49	50	25	65	7	33
100	2	9	34	56	49	65	100	94	87
73	46	55	55	43	59	34	59	76	51
64	18	81	51	2	74	91	22	8	13
1	35	21	93	84	30	7	44	27	24
36	46	2	79	74	53	17	57	59	74
56	1	24	29	67	87	71	84	52	47
38	3	94	35	33	11	36	93	49	65
74	39	30	90	31	17	32	16	24	80
36	99	72	15	13	90	81	9	84	72
27	71	11	96	51	38	87	48	98	3
58	21	51	53	98	86	56	81	52	41
63	5	58	23	67	11	61	70	39	96
22	8	4	95	28	7	83	70	54	12
54	100	11	21	10	22	45	98	64	63
18	30	70	18	17	75	48	58	70	4
91	31	84	36	36	52	90	58	13	9
62	52	67	80	54	67	80	12	32	3
99	82	96	94	68	72	33	56	30	31
15	19	28	92	85	1	34	87	18	55
77	88	49	38	12	34	82	58	29	79
63	68	24	60	43	16	53	31	94	47
21	76	37	18	49	69	44	27	96	3
10	71	29	40	3	69	93	82	44	7
14	16	63	48	51	68	5	65	21	18
11	6	99	100	92	1	36	25	72	93
81	22	41	67	33	87	46	95	46	13
42	54	64	38	79	47	95	9	54	82
85	52	18	64	58	96	10	27	6	99
65	36	21	28	6	75	97	92	16	11
62	31	7	71	82	27	31	64	32	56
94	94	87	33	92	63	38	23	49	50
2	90	8	100	93	13	88	76	83	77
2	91	69	55	37	43	15	99	38	35
94	42	44	43	38	92	62	59	24	35
93	27	99	17	29	98	62	34	36	50
63	69	81	58	83	49	83	71	35	42
39	76	30	71	95	8	95	23	54	51
83	43	86	78	19	23	44	58	52	19
56	50	41	12	13	23	3	24	10	83
81	82	70	95	19	71	89	51	21	31
74	8	64	36	96	8	58	38	27	22
37	28	66	100	49	63	35	99	45	23
50	78	19	30	2	28	50	10	86	2
11	1	2	23	28	8	42	63	84	71
79	28	68	6	69	30	92	66	67	81
64	53	36	7	21	75	65	54	4	42
26	36	92	45	84	26	40	36	2	92
15	8	68	8	66	4	8	32	19	58
24	2	57	7	21	91	17	10	63	70
72	5	61	79	12	61	8	30	30	46
6	41	70	31	74	20	47	41	18	88
72	53	36	36	47	14	69	84	71	93
65	63	66	18	64	26	42	16	42	62
56	46	78	24	91	87	7	51	17	99
84	64	97	99	7	85	65	13	16	86
69	90	54	13	7	81	40	52	35	82
94	15	89	30	28	91	61	62	44	97
35	6	76	30	6	4	44	88	6	68
38	54	49	35	12	6	68	9	43	62
50	91	49	94	52	86	94	69	15	5
54	1	31	41	22	22	37	16	13	99
17	24	85	57	91	74	89	67	71	53
20	23	81	90	94	73	13	80	51	73
17	84	93	71	5	85	2	86	30	82
69	67	39	89	56	73	10	92	72	94
49	82	51	21	65	89	53	41	38	93
70	87	44	50	63	96	69	56	73	42
35	63	30	78	58	80	39	48	57	8
5	67	72	76	36	38	50	17	86	26
68	65	18	56	98	86	68	92	12	1
90	53	15	94	4	69	40	79	91	8
20	65	56	49	29	52	95	48	24	24
48	94	57	37	79	86	4	67	2	95
57	23	39	22	71	21	47	23	30	39
58	74	68	18	80	29	36	71	94	82
92	99	1	90	57	27	82	96	90	67
31	19	93	21	48	96	45	92	83	75
87	2	28	16	32	79	81	95	7	77
75	98	7	3	24	68	44	43	89	38
35	21	66	25	38	89	67	100	53	46
90	82	88	39	25	8	77	43	81	77
90	73	37	74	57	3	21	90	87	87
85	90	33	68	87	100	11	47	70	88
89	35	100	26	67	39	88	42	42	42
89	68	24	24	88	82	20	18	25	34
20	19	61	39	67	74	17	56	10	34
39	99	6	10	10	1	48	80	86	57
72	88	74	11	68	32	86	40	38	63
92	59	24	99	33	45	30	46	56	7
79	7	79	73	47	67	58	82	25	59
96	25	41	88	5	8	70	83	28	14
26	78	28	77	47	24	75	73	12	94
3	61	46	28	84	99	67	36	89	99
34	20	18	43	31	73	2	31	97	3
58	43	73	92	55	22	10	34	47	68
38	11	29	17	33	38	61	10	64	3
67	18	33	41	48	68	38	46	31	17
37	12	89	55	94	80	88	12	45	17
81	91	22	70	62	8	49	11	95	70
47	12	79	43	59	55	21	23	87	11
3	44	69	20	21	56	17	70	17	48
95	70	100	74	8	46	34	39	24	35
46	44	28	3	10	3	79	75	76	25
7	99	13	11	88	80	93	16	56	40
59	82	93	96	10	68	50	33	77	62
73	84	51	59	94	71	60	83	4	70
7	31	64	93	8	62	22	19	18	79
80	58	35	80	24	24	41	22	51	66
77	63	29	16	2	9	40	58	25	64
18	44	72	3	3	10	16	67	18	63
20	64	2	7	87	97	12	62	1	46
100	29	79	69	49	23	11	13	43	4
1	86	57	17	85	33	83	58	67	42
12	14	78	82	8	71	15	80	31	34
82	3	14	70	55	57	93	77	93	36
60	5	19	86	43	11	7	42	3	79
67	56	37	54	45	9	55	50	32	66
22	68	9	5	58	18	82	26	34	55
36	56	45	87	67	20	46	85	8	87
44	25	61	18	8	12	36	50	6	58
17	40	9	14	87	2	64	10	75	90
90	35	33	40	91	6	92	39	75	94
71	35	90	77	22	64	90	84	80	2
29	87	35	65	40	85	36	47	84	21
64	16	91	46	93	91	36	77	63	43
26	20	24	36	75	78	5	97	33	72
84	85	44	29	8	4	54	44	33	21
22	44	57	39	20	83	42	93	21	4
77	3	76	86	92	49	33	90	52	12
91	51	21	14	38	83	1	38	96	2
67	14	20	80	41	63	88	45	95	74
3	30	2	68	21	22	20	57	67	18
37	39	93	17	10	74	54	70	46	97
23	19	99	68	18	64	27	61	6	23
21	4	32	31	61	74	46	100	70	59
46	22	43	70	21	95	10	46	68	60
78	24	80	23	2	96	63	28	1	22
56	14	71	72	14	93	11	69	39	58
93	57	13	29	54	33	98	25	74	42
67	100	18	96	55	1	60	58	47	32
76	23	70	2	85	93	34	84	9	4
61	21	13	50	24	9	35	35	51	94
86	5	87	49	9	17	87	74	15	65
40	66	44	44	27	2	32	18	67	94
9	85	1	77	86	39	38	95	95	63
54	72	81	20	95	94	38	10	64	30
100	30	11	79	49	30	52	14	60	47
97	49	60	97	18	48	99	73	5	7
59	50	7	53	73	15	95	63	38	74
80	80	91	69	8	18	6	23	61	100
92	16	88	27	27	43	91	93	14	3
49	53	55	63	19	1	52	89	98	81
16	56	27	48	100	33	66	9	71	57
69	27	42	10	36	5	4	2	15	13
99	92	90	40	86	22	10	5	82	60
56	4	86	58	34	42	83	75	91	41
66	63	38	87	51	87	87	56	87	26
24	60	51	17	92	36	93	49	60	3
13	3	57	48	72	99	17	45	58	44
95	54	33	78	74	2	54	64	22	16
25	68	3	17	92	31	85	58	46	100
71	7	17	35	13	41	58	16	35	19
49	59	70	97	11	45	52	79	81	87
19	15	32	57	73	35	2	38	28	52
17	23	25	38	43	53	13	44	6	99
97	79	7	97	76	68	25	77	49	24
90	64	40	30	18	90	41	22	26	27
66	53	14	82	8	29	65	23	67	81
28	22	89	31	14	32	69	94	13	18
6	34	86	21	2	6	92	93	97	57
90	3	8	68	67	8	93	8	65	84
34	2	43	34	27	22	3	66	22	95
86	44	10	91	56	1	55	11	27	40
21	70	100	81	19	68	7	14	3	94
56	37	41	44	76	81	80	82	99	14
97	48	11	49	57	91	50	61	25	88
84	96	58	44	63	29	40	1	68	94
17	3	2	20	64	49	19	65	47	87
3	50	40	81	10	34	60	65	12	60
73	25	21	38	20	36	29	30	98	78
63	61	42	40	33	14	26	14	74	13
7	54	18	11	99	84	77	34	17	20
92	41	34	35	58	58	1	23	23	9
26	80	36	75	7	57	67	60	1	10
54	45	76	31	7	5	14	78	13	41
86	84	3	15	84	74	87	98	1	48
63	71	55	38	10	36	93	61	70	4
99	93	23	38	84	60	65	39	1	41
39	96	29	13	78	75	74	63	23	17
5	39	68	100	74	35	23	68	54	87
65	100	73	98	71	42	89	47	22	97
34	86	81	20	60	59	7	90	60	37
8	90	12	36	45	17	94	28	18	42
37	83	96	83	68	87	70	21	37	30
59	4	69	2	21	4	74	4	58	91
87	100	22	48	64	17	95	52	37	77
89	96	52	97	65	11	1	38	96	71
63	80	64	17	38	64	80	99	16	85
23	98	58	13	100	1	52	65	1	6
34	89	41	39	4	25	4	43	13	71
38	92	93	51	63	31	85	86	72	2
90	96	42	35	25	4	59	61	20	95
83	18	94	57	6	87	69	90	61	2
39	80	87	40	40	2	48	92	72	18
15	41	39	35	62	7	56	12	31	13
36	74	27	82	93	5	76	14	28	57
14	37	43	74	71	62	30	47	44	32
60	12	72	25	66	7	33	94	84	59
80	81	43	24	100	57	33	72	36	31
5	42	61	33	56	92	91	55	27	99
30	49	98	56	40	3	69	17	88	23
18	37	14	11	47	94	89	70	85	35
86	75	66	18	54	7	22	97	41	59
13	9	76	7	1	79	75	18	55	97
46	65	4	64	62	79	57	81	22	100
13	93	64	66	28	39	56	61	28	72
40	30	34	53	99	31	41	40	75	78
44	81	63	55	53	26	56	95	75	7
11	95	94	24	80	48	55	64	16	65
66	44	19	8	50	93	83	39	53	55
9	72	71	12	25	50	64	10	84	36
88	100	85	49	1	63	85	79	32	95
25	22	33	91	62	42	85	61	58	86
80	16	19	32	66	100	86	26	86	66
11	91	92	61	3	75	43	3	7	23
46	6	46	50	87	62	15	20	32	95
15	87	83	17	73	55	31	74	64	82
13	55	7	79	91	20	31	69	43	37
75	54	100	54	59	28	49	50	42	5
94	57	82	38	81	25	6	18	56	18
47	60	20	14	65	41	11	45	57	59
99	25	81	22	17	92	39	100	23	22
77	25	24	66	66	45	1	88	85	14
42	54	58	68	20	50	100	84	32	32
71	21	60	69	6	87	64	99	19	22
70	86	57	17	72	50	21	37	24	73
10	3	95	76	4	57	85	30	14	69
63	22	91	87	1	24	91	95	73	79
99	21	73	42	72	84	32	45	1	74
93	31	63	34	34	74	50	65	42	15
54	37	57	86	21	17	52	14	37	74
96	32	27	18	24	64	54	98	99	17
49	25	17	78	1	92	8	28	22	78
86	36	81	86	64	24	95	40	2	70
13	26	51	73	5	78	58	67	20	92
51	36	33	75	75	7	82	68	38	95
36	95	67	84	36	10	57	33	15	94
50	30	46	44	6	80	64	21	49	43
12	28	67	64	81	65	60	24	32	62
43	98	84	64	29	29	41	64	99	3
82	14	75	61	19	99	10	79	48	12
42	37	5	67	48	34	69	45	13	85
9	75	40	50	82	35	12	76	81	84
76	34	62	48	16	52	45	47	21	45
64	82	56	78	8	38	98	71	18	89
87	98	36	60	32	76	37	17	17	58
65	14	24	55	47	31	67	70	19	71
32	16	69	79	19	69	51	85	5	59
67	10	71	71	88	19	93	43	92	14
47	44	35	59	11	74	91	40	50	41
35	12	20	52	47	96	48	1	96	16
20	75	19	92	21	52	3	13	3	20
18	43	14	50	37	97	70	75	74	49
86	97	46	56	33	28	71	55	65	24
3	32	43	42	15	22	18	12	81	58
9	55	11	63	75	66	67	11	82	89
93	85	70	32	1	53	30	27	34	14
15	4	57	30	95	26	15	82	54	100
42	28	98	29	49	39	30	83	93	6
67	22	95	35	65	17	94	25	90	8
90	75	13	74	57	13	66	18	25	28
34	50	24	52	29	72	3	94	53	37
60	28	12	69	20	8	92	85	69	31
85	42	39	57	61	60	90	36	57	68
84	52	69	97	65	32	88	62	2	26
54	1	99	7	67	83	52	55	28	2
8	98	13	94	93	41	48	66	32	79
26	35	24	74	15	13	93	68	49	12
30	64	60	96	48	60	84	37	98	31
38	38	73	11	81	1	57	24	26	5
52	24	92	8	82	13	10	72	7	85
63	26	87	80	67	81	86	32	98	41
94	72	23	28	52	84	46	57	38	65
80	43	46	39	75	42	9	85	7	17
38	36	2	46	87	1	3	86	66	4
100	17	31	91	35	25	42	94	96	81
12	35	20	57	40	37	62	52	64	50
94	56	61	7	37	41	58	57	4	84
68	60	20	70	49	69	18	45	7	35
88	18	83	100	18	2	62	75	31	20
61	9	73	77	14	13	75	85	2	4
14	26	27	82	15	78	22	29	82	53
81	23	12	76	92	64	18	85	16	25
75	50	74	32	34	3	98	50	63	14
10	44	87	17	58	35	77	95	78	58
11	33	83	95	26	18	81	3	90	67
24	73	77	29	90	89	96	46	61	22
2	32	34	27	27	89	56	58	55	61
5	50	17	59	50	31	85	82	27	22
78	67	20	25	77	72	53	91	40	64
78	66	64	50	70	31	88	78	48	17
85	52	77	84	73	84	61	23	7	72
100	34	46	57	76	26	54	61	27	48
85	78	32	52	9	33	44	87	59	30
3	20	94	46	53	9	77	36	86	59
57	6	22	44	15	42	58	6	81	64
51	26	95	90	84	78	83	41	57	94
19	65	56	1	60	82	13	74	94	14
7	94	27	56	35	6	42	9	50	91
98	39	98	71	89	96	71	46	73	81
64	54	61	16	65	31	42	54	61	80
18	100	48	81	61	38	25	5	21	81
33	33	14	64	61	20	39	20	83	81
29	5	28	61	88	95	34	14	33	29
23	44	67	27	99	73	95	26	78	40
73	79	92	31	12	31	42	46	10	38
19	23	53	18	13	62	43	89	20	75
49	92	83	72	52	82	66	95	60	4
17	92	21	82	6	56	36	59	54	6
99	45	20	11	19	94	22	2	42	30
57	40	100	62	23	49	2	84	100	22
12	52	21	43	94	83	16	77	2	28
94	49	100	41	70	49	64	91	14	40
30	84	77	88	72	65	68	33	46	16
57	97	45	27	87	36	25	35	62	66
40	93	78	15	21	55	60	59	46	96
72	47	72	5	30	14	70	4	13	42
96	87	96	67	15	32	92	70	24	53
16	42	90	31	96	18	91	48	4	49
51	13	97	99	52	15	91	43	53	67
100	12	69	36	96	16	11	50	65	46
18	54	54	28	60	25	22	79	25	64
39	98	7	34	34	18	32	84	72	74
41	41	46	4	39	8	8	73	14	72
35	87	54	91	54	56	37	24	90	85
59	92	61	91	8	71	87	75	37	84
53	52	94	19	28	42	60	75	40	24
22	61	86	92	93	20	34	64	16	59
56	47	89	29	45	5	81	20	97	17
40	1	85	58	44	57	47	73	15	8
6	52	49	32	64	69	29	45	18	45
69	77	98	97	66	92	27	1	42	11
57	79	10	82	78	35	81	91	44	5
20	46	51	2	94	64	50	50	2	51
96	31	40	70	93	52	100	53	32	93
63	26	60	80	41	14	89	97	25	79
89	47	23	9	6	74	90	78	89	66
11	94	9	93	78	12	68	19	63	29
65	37	30	6	97	42	22	12	27	81
38	58	7	16	40	29	7	72	17	13
84	86	41	51	29	2	62	77	98	19
92	39	88	63	20	33	67	75	69	42
53	1	89	66	62	38	67	18	10	59
54	88	25	31	22	56	70	97	62	30
66	47	2	59	69	29	94	98	45	32
50	67	8	34	63	92	36	83	66	88
71	71	57	36	22	90	70	18	60	2
35	90	84	31	87	41	8	38	6	5
14	91	44	99	14	43	20	98	59	31
11	8	86	88	34	38	77	6	10	46
35	49	48	98	57	72	89	45	60	19
85	52	33	72	20	20	18	79	54	39
73	26	42	73	29	27	40	19	51	100
65	7	19	74	31	5	19	88	21	59
47	84	35	17	2	3	11	29	21	56
78	52	46	61	78	53	43	52	70	60
40	27	88	78	44	31	96	53	67	8
100	75	17	82	54	29	75	46	51	21
74	66	70	95	42	91	66	20	65	5
85	32	75	35	7	97	13	61	91	3
77	7	64	84	74	43	72	66	31	24
4	24	94	100	15	38	99	32	67	84
78	99	71	65	59	12	60	30	65	45
75	43	98	44	78	29	94	17	33	24
29	5	82	43	39	21	1	51	29	67
26	4	49	86	73	83	76	55	61	32
73	51	20	35	25	25	46	13	69	34
28	57	45	51	91	54	100	37	88	98
24	20	39	93	96	98	80	18	76	34
50	13	10	72	38	28	64	28	49	24
54	21	39	11	47	4	59	41	41	96
50	71	87	55	93	29	89	15	26	92
58	93	39	48	13	38	14	57	12	54
38	33	55	64	44	35	14	36	55	43
42	65	27	13	19	19	79	91	67	77
20	27	24	38	53	40	31	10	28	71
67	61	82	88	28	42	100	67	75	69
27	3	81	77	52	72	74	33	77	38
91	16	58	3	32	43	60	77	74	84
17	28	100	83	57	96	12	41	94	83
26	76	63	96	89	8	10	70	63	57
61	56	45	7	12	47	53	53	14	78
100	90	79	89	51	95	63	87	67	47
66	15	12	26	84	20	74	25	46	56
96	62	77	93	10	6	32	89	22	45
59	100	85	85	40	93	100	24	97	16
3	42	52	61	85	82	10	55	10	34
42	90	13	41	49	13	35	36	67	28
46	52	10	57	19	74	36	91	67	34
52	96	100	64	41	36	4	87	29	72
58	35	97	5	43	3	89	63	93	75
34	23	7	60	70	39	78	78	49	53
51	88	1	92	35	42	49	52	63	44
19	12	67	59	24	77	31	47	56	79
41	95	24	10	70	70	76	48	69	9
34	86	23	40	29	92	32	14	27	78
29	38	80	12	59	10	9	26	71	27
28	20	6	84	51	1	76	81	11	25
28	68	78	84	52	83	43	40	24	78
60	4	35	91	65	76	2	81	48	24
95	41	80	29	55	5	71	74	33	20
71	15	59	76	12	58	68	78	22	61
38	85	47	32	80	33	58	90	96	82
49	38	36	55	42	66	42	57	52	91
7	13	1	58	86	43	75	16	95	90
32	9	89	85	28	84	48	10	82	39
40	2	100	33	34	52	34	1	69	41
6	48	29	46	31	93	68	36	51	59
30	97	82	32	53	38	25	58	78	80
51	61	53	79	73	30	40	35	57	86
17	59	9	4	86	6	57	93	46	49
56	74	23	59	79	64	37	96	72	77
9	23	75	67	40	33	37	23	5	20
5	45	68	32	54	64	86	53	65	70
5	24	56	68	99	28	28	10	30	91
30	29	9	35	61	39	40	29	96	78
73	90	49	18	62	5	52	13	5	27
92	81	43	66	89	74	61	37	88	97
13	9	14	4	53	87	41	31	48	19
33	2	81	84	33	24	5	56	15	91
71	11	61	5	18	63	96	70	27	100
76	61	40	88	95	29	25	80	16	79
93	28	82	67	37	61	58	39	68	8
32	85	97	94	96	57	98	92	29	77
86	13	50	7	53	41	12	49	24	19
4	13	78	82	96	49	67	35	87	76
39	88	62	84	83	91	11	3	2	2
98	27	45	21	28	42	10	82	78	26
16	68	74	24	39	41	51	21	3	92
7	70	91	94	26	34	86	60	55	44
92	83	50	20	93	20	14	77	43	67
95	35	74	49	17	79	41	89	57	91
4	32	95	39	2	7	19	55	43	90
1	38	96	35	28	51	31	44	63	28
43	48	63	11	38	69	37	49	40	29
77	96	59	13	12	14	75	54	40	14
68	16	77	98	47	16	13	30	99	59
1	83	53	52	77	66	59	64	56	4
60	22	84	70	22	84	57	77	55	40
79	32	23	96	52	43	78	40	78	33
74	9	63	19	44	32	78	26	78	48
36	14	74	91	37	84	93	89	55	72
89	95	92	9	89	95	56	49	44	89
81	24	90	97	91	13	88	22	6	71
82	91	96	15	50	82	40	96	97	65
79	59	51	24	69	42	16	53	71	98
9	45	20	92	81	58	51	10	85	25
88	61	68	63	90	72	77	41	87	18
72	12	75	96	87	51	53	8	85	91
32	52	65	62	57	70	82	29	61	11
51	33	77	40	17	29	62	63	35	9
9	44	7	32	37	32	93	71	92	94
63	70	80	5	93	57	58	58	69	48
97	27	84	48	24	89	95	55	16	65
68	97	55	49	66	26	45	13	34	3
61	95	33	74	42	16	16	10	26	32
24	73	89	13	20	12	38	46	50	50
22	89	100	25	36	98	75	28	50	50
30	72	47	57	68	36	40	5	90	49
97	29	72	27	77	7	96	45	6	82
98	83	84	64	64	51	44	38	99	81
83	6	87	68	5	89	46	61	59	26
74	62	9	100	34	30	18	80	32	21
51	56	33	72	36	66	72	32	13	80
65	83	73	39	10	96	30	98	87	46
28	42	98	35	60	97	30	11	21	39
40	93	81	91	79	64	32	61	2	75
10	49	77	88	2	78	29	9	43	53
6	6	39	67	27	63	43	11	10	72
75	55	21	67	23	68	68	81	43	18
98	8	46	55	29	86	93	59	84	73
39	24	9	34	99	98	82	89	46	99
79	28	64	29	56	51	7	81	52	48
25	55	47	40	46	92	97	94	33	10
34	60	71	29	68	61	51	71	82	39
96	58	3	23	54	76	39	74	3	2
24	84	36	96	98	59	68	9	78	8
21	27	43	26	50	98	3	79	8	72
85	26	61	40	30	98	35	80	23	23
10	79	67	40	7	70	22	35	92	90
76	94	59	92	9	71	98	6	38	82
29	54	71	21	6	11	76	99	28	23
39	52	34	44	90	46	81	28	21	57
9	47	3	65	25	47	43	20	92	49
17	71	69	71	20	50	28	97	47	52
3	96	29	51	1	72	77	77	57	79
51	85	38	14	21	85	91	17	42	79
49	75	48	52	70	31	25	52	49	61
60	99	26	6	64	39	36	71	83	85
69	71	54	95	63	75	13	86	90	50
74	97	40	5	95	11	29	86	18	28
27	25	21	64	17	91	43	63	63	43
65	21	71	15	73	46	62	80	26	75
62	24	19	78	98	25	95	75	69	43
25	48	100	84	3	78	11	89	42	82
62	87	66	1	28	48	81	49	5	61
36	18	34	13	57	67	16	7	24	3
28	85	75	91	88	35	52	38	78	25
39	91	20	9	40	36	100	15	14	22
12	28	55	10	97	30	33	63	95	76
59	65	45	61	60	10	89	81	79	38
47	78	33	72	81	80	31	23	89	46
65	100	32	47	78	19	14	71	60	81
16	42	37	66	81	35	16	2	30	93
18	63	90	32	43	21	59	1	1	23
81	9	64	50	42	76	85	1	47	87
3	72	90	53	28	60	81	32	2	68
51	53	18	81	65	29	64	92	43	90
65	24	19	97	89	30	27	68	40	75
49	16	92	50	62	100	100	53	94	41
41	41	74	4	66	22	85	41	29	35
18	1	73	79	34	84	41	34	32	50
19	37	97	22	7	93	16	10	17	31
74	31	7	53	10	19	36	23	39	94
18	98	24	37	56	82	18	15	27	14
97	52	67	80	100	44	71	23	98	84
83	55	90	35	40	48	12	65	77	35
96	1	61	71	6	16	63	19	40	79
80	69	76	83	51	12	83	75	65	90
10	99	49	64	9	17	35	25	54	43
21	25	22	65	3	60	44	80	80	68
12	97	64	97	95	38	5	49	55	55
73	34	52	16	58	99	81	81	42	70
98	20	84	10	98	41	56	86	17	55
99	80	42	89	15	10	59	98	52	63
15	80	45	84	37	35	87	81	37	17
35	86	99	9	69	43	17	82	24	73
99	93	93	89	70	15	18	58	38	56
17	11	64	6	55	77	53	26	81	10
97	3	60	57	35	76	84	68	50	55
6	97	94	99	81	42	65	23	73	26
87	43	72	82	22	42	29	39	69	5
7	7	48	62	4	62	32	59	37	50
22	69	80	62	32	95	1	15	68	66
68	12	96	97	97	48	87	98	88	31
77	71	73	75	84	80	67	82	96	77
86	75	50	73	27	73	24	65	9	50
66	15	9	91	86	84	12	7	71	100
40	73	58	58	7	9	28	67	54	13
1	89	16	47	38	53	52	93	48	70
17	67	45	69	82	87	7	22	88	35
29	21	74	5	55	27	72	75	47	33
75	60	81	68	94	15	27	2	76	35
4	13	60	99	26	59	67	74	96	33
10	79	89	28	4	47	44	35	68	51
59	58	43	22	64	95	22	34	17	40
31	54	42	8	43	92	82	26	26	3
39	16	78	89	54	66	18	16	36	74
2	22	50	46	29	26	83	49	20	4
62	50	87	39	5	19	77	60	97	9
44	73	59	61	13	29	61	98	5	14
19	86	73	87	40	60	61	92	77	51
97	42	97	13	84	58	12	77	42	15
31	69	92	18	22	39	79	51	84	58
14	76	73	82	92	90	94	72	17	42
13	82	90	36	46	30	8	91	58	82
20	49	45	83	25	62	31	92	21	40
42	82	96	88	16	25	95	7	91	86
52	12	31	80	55	88	95	59	58	76
25	19	65	3	19	35	90	89	28	44
21	34	83	28	32	47	78	15	24	91
97	79	39	28	86	90	33	70	39	22
5	92	84	24	24	79	7	45	21	91
57	13	24	44	84	65	20	63	90	47
98	88	60	87	15	62	71	50	75	22
49	57	88	15	32	85	87	16	32	90
54	40	28	2	95	92	84	1	19	16
74	66	32	19	39	39	96	56	52	85
