200 50 25 20 1
32	70	3	1	50	59	1	84	66	39	48	79	60	50	43	63	2	38	85	83	84	4	67	3	15	35	9	87	47	17	3	67	72	84	87	41	18	86	39	46	73	7	45	31	38	76	60	61	28	33
95	2	50	98	24	18	91	55	84	47	16	49	77	86	63	45	45	26	59	76	16	45	53	87	66	30	7	44	59	3	1	66	4	25	20	98	69	24	30	35	91	87	5	11	88	4	64	17	5	11
87	17	55	4	22	44	73	92	68	63	68	70	89	26	16	90	37	46	18	29	64	37	11	82	12	65	24	70	16	39	10	98	63	9	38	62	51	73	24	51	60	21	34	60	72	84	49	82	96	23
20	55	3	91	72	41	2	4	28	33	31	90	100	55	11	35	91	37	26	3	46	77	94	40	43	95	61	13	86	54	72	46	26	66	75	32	63	88	96	28	18	41	76	9	2	2	20	65	26	41
82	31	75	69	97	78	91	90	96	81	9	47	80	98	4	14	3	45	3	96	29	70	21	42	46	64	27	43	45	72	38	57	31	75	16	64	52	32	11	34	56	42	25	71	65	3	61	53	48	77
41	60	59	74	86	2	26	93	20	21	61	40	39	35	70	21	58	60	8	10	11	55	7	24	20	81	20	42	6	46	99	39	44	51	64	14	30	81	40	94	66	46	60	70	79	26	47	95	23	37
24	62	33	15	41	85	63	81	82	19	72	74	10	60	16	26	70	84	43	95	3	29	94	58	35	83	37	56	6	98	87	92	65	30	91	32	65	53	84	49	41	72	6	67	72	47	81	83	40	74
20	82	34	96	100	7	96	31	15	77	95	63	70	44	4	18	97	46	35	79	64	64	96	65	46	5	80	92	55	32	61	62	22	4	16	90	33	73	56	83	99	21	28	16	27	80	34	97	48	7
80	72	2	75	60	13	34	24	82	50	92	92	71	20	80	19	99	10	18	78	64	64	79	58	44	92	97	3	54	96	60	33	71	84	39	74	20	46	8	92	92	2	66	15	65	39	54	42	49	75
95	97	40	79	55	15	22	73	54	53	49	29	91	32	63	32	54	32	47	10	79	13	4	1	6	21	23	58	32	2	87	91	82	41	20	44	70	60	62	25	76	73	95	84	23	76	10	100	12	95
46	31	7	74	2	83	42	85	41	42	64	83	48	46	11	58	84	66	22	3	55	12	91	81	56	19	10	92	6	74	43	28	12	18	11	7	37	89	79	55	13	19	29	35	67	70	80	6	87	56
6	39	81	91	35	17	44	6	47	12	31	74	13	7	47	1	51	45	30	60	5	90	21	64	47	30	51	77	61	54	4	65	28	55	81	68	42	30	37	57	47	41	50	73	64	66	54	76	54	96
96	100	54	94	99	59	44	75	29	79	6	27	22	67	41	22	56	18	23	4	70	62	65	37	89	68	21	71	69	91	29	9	85	67	8	83	5	76	82	67	82	90	39	80	39	77	100	81	30	51
39	47	13	51	25	71	32	41	46	46	98	46	34	100	49	50	76	86	74	67	86	35	95	7	81	10	24	22	22	70	73	59	33	71	83	12	71	44	92	98	57	57	45	47	72	24	71	19	97	73
12	83	92	14	65	98	8	83	19	92	7	64	14	95	96	42	97	82	24	72	42	65	86	70	96	51	50	6	76	46	10	26	32	19	4	61	41	17	63	6	61	70	76	57	88	42	52	56	33	13
81	63	71	84	12	62	13	13	14	18	2	31	27	77	69	76	8	49	49	3	78	5	90	76	30	60	45	47	72	53	92	80	90	47	54	44	57	68	70	31	33	42	95	47	34	46	83	9	42	15
49	24	41	95	88	73	31	10	81	97	78	29	59	37	23	20	94	74	68	12	34	95	30	61	7	85	82	26	58	67	62	85	73	54	6	87	66	89	56	28	96	23	7	75	12	37	38	74	16	75
35	6	52	51	20	31	51	10	44	95	8	48	59	69	60	73	57	36	33	56	13	75	96	93	3	34	57	86	6	7	62	7	47	38	2	64	13	60	22	28	74	31	57	40	94	57	49	31	28	94
72	14	57	21	37	38	2	77	46	27	25	35	8	61	52	52	82	41	98	20	99	68	48	40	50	93	56	95	64	71	4	82	51	46	31	33	9	88	22	80	23	16	69	67	1	27	82	58	45	72
94	7	24	100	98	43	81	91	85	60	38	100	33	72	99	18	92	23	38	86	45	51	51	100	15	25	6	53	25	97	40	59	58	65	29	68	100	81	63	62	68	6	17	81	93	60	63	4	89	92
49	83	18	53	64	9	56	74	81	88	49	58	14	6	8	10	85	74	37	58	73	41	64	33	37	86	94	12	7	28	10	87	88	34	31	80	46	22	19	3	86	28	7	90	100	100	60	75	5	60
34	54	45	56	84	94	1	59	41	54	15	17	51	3	10	96	35	89	63	99	51	13	98	80	23	100	95	85	35	60	41	81	38	65	81	1	61	11	66	36	46	26	76	90	53	62	29	17	66	85
83	83	64	61	87	47	56	30	3	100	32	96	25	61	75	61	25	92	65	82	60	10	90	17	90	68	68	78	27	70	79	47	2	31	94	56	19	6	84	85	66	84	77	11	51	35	6	60	58	35
94	76	89	93	45	89	61	37	11	18	7	70	23	75	49	26	63	40	51	10	75	34	29	56	22	85	61	87	1	48	78	27	32	99	86	40	43	50	78	38	93	70	91	76	52	44	89	42	30	91
21	40	4	37	54	28	5	100	32	39	51	18	48	54	40	75	63	16	80	17	74	97	9	64	42	88	10	96	45	57	54	35	45	3	1	98	52	58	34	30	24	26	93	32	60	1	74	47	5	3
94	3	61	51	61	60	26	79	99	46	50	34	78	87	89	78	23	70	34	49	64	65	90	95	86	27	4	31	21	40	72	99	89	98	51	50	45	91	17	34	95	91	96	7	79	59	55	61	44	64
22	83	46	57	49	19	22	81	12	96	50	23	91	99	71	94	60	90	7	50	78	59	94	63	51	30	11	37	42	16	96	72	31	1	48	37	5	41	89	10	15	84	5	53	26	18	94	5	85	65
55	17	17	88	14	85	50	7	15	45	14	97	60	32	2	54	46	73	18	65	15	76	64	7	67	62	14	2	56	69	69	47	32	18	17	51	50	71	76	83	69	93	56	2	37	58	97	40	17	89
76	96	59	55	28	2	28	58	41	17	63	97	27	66	58	26	38	21	8	75	54	79	17	3	55	30	45	20	3	40	77	31	29	58	39	33	10	25	87	32	12	52	32	63	57	53	46	46	43	94
45	98	78	48	15	47	11	94	79	57	24	56	43	21	12	42	48	70	4	53	23	57	66	44	90	54	37	57	99	76	67	26	48	9	16	7	59	24	16	19	18	61	53	16	11	13	23	9	9	67
42	45	44	12	56	50	1	66	8	100	89	83	38	60	92	16	56	77	74	90	92	26	92	35	99	1	51	8	69	49	25	78	97	69	87	60	31	14	34	98	81	93	43	31	24	95	26	93	30	57
69	73	12	59	97	37	38	26	35	10	8	25	64	63	95	73	98	37	13	76	46	94	39	87	57	52	76	79	95	31	80	93	74	94	68	37	88	16	13	13	17	90	10	43	11	44	22	55	20	99
88	61	21	18	5	69	63	16	30	59	36	55	24	56	16	21	89	26	35	8	70	93	54	16	28	51	6	72	28	15	30	81	60	75	3	86	53	5	73	59	70	24	4	46	44	44	45	31	24	47
35	30	64	53	56	12	31	60	95	56	8	48	79	53	60	65	76	64	65	81	71	20	91	56	63	63	39	72	91	28	82	53	46	12	16	44	68	75	74	20	5	55	27	45	9	71	59	18	56	18
90	96	23	70	12	95	39	18	82	79	35	39	44	84	15	60	58	22	37	74	95	30	100	7	87	34	62	73	67	74	28	65	75	46	95	73	73	78	16	72	72	96	71	46	54	92	16	73	25	29
91	16	97	91	63	55	43	46	57	71	12	98	100	62	22	47	55	96	53	51	89	58	13	74	15	98	39	27	6	76	46	77	60	80	23	22	42	36	89	7	56	7	79	1	36	94	42	15	96	73
36	8	77	66	88	32	35	21	53	46	50	12	94	62	36	53	79	89	71	54	6	28	49	65	20	20	98	71	10	5	94	71	58	28	9	28	62	95	64	71	80	100	84	13	19	6	80	78	41	20
38	20	46	74	50	8	89	60	2	97	37	12	94	1	75	98	30	48	86	73	56	81	13	96	92	25	58	11	69	82	41	88	35	68	18	33	6	5	46	46	14	26	27	39	29	7	32	41	98	81
96	4	40	42	6	88	47	82	11	64	78	80	62	16	66	57	42	39	32	10	100	15	91	68	51	15	41	42	75	72	40	93	98	85	69	46	66	7	13	53	24	92	83	43	41	89	86	37	52	6
88	61	58	29	90	33	16	29	43	18	21	99	38	49	51	91	77	96	1	51	58	90	60	2	16	78	20	54	61	40	7	53	81	18	86	67	57	61	84	59	86	92	54	58	32	88	11	42	24	69
86	65	63	38	61	39	56	100	40	87	75	98	63	34	69	69	24	52	4	74	10	38	11	61	91	18	35	2	18	83	82	54	25	9	49	1	60	14	8	29	39	41	70	43	98	35	38	81	89	3
47	97	43	28	17	36	49	25	20	91	82	1	77	3	4	76	46	34	31	23	9	6	1	91	4	31	73	62	9	91	26	78	54	61	89	17	76	67	77	42	69	94	89	42	41	35	6	73	90	83
18	95	16	8	2	35	24	43	45	6	52	15	52	98	42	2	93	81	11	3	46	15	7	92	4	98	87	70	84	79	74	13	80	11	26	12	61	40	26	63	37	79	47	84	92	6	38	29	81	16
7	61	97	82	61	40	3	8	89	36	89	17	94	5	12	6	3	63	64	59	65	84	45	59	99	2	19	31	82	66	41	11	72	77	24	84	4	99	38	21	81	96	41	56	2	80	21	48	39	19
64	48	67	98	85	50	65	18	72	2	21	64	65	3	90	29	22	16	65	52	15	14	82	61	17	15	45	32	92	1	29	88	89	24	67	6	57	16	35	19	87	48	30	86	11	5	66	37	71	41
35	29	76	53	91	72	27	63	8	7	81	55	90	45	95	86	58	34	61	90	4	71	62	77	78	29	53	65	7	81	4	6	85	29	39	35	79	52	24	62	88	92	25	13	82	15	62	91	74	61
55	28	76	9	74	72	64	96	79	14	37	33	7	9	28	55	45	79	9	99	33	29	51	88	14	36	78	43	20	43	30	22	69	46	97	77	79	91	60	55	62	26	62	36	22	82	46	61	73	91
90	70	7	42	51	49	28	95	31	76	7	96	20	20	74	28	83	77	29	89	46	51	2	94	22	56	42	77	63	98	80	21	56	57	19	59	7	73	75	61	87	9	72	45	74	12	12	16	89	11
82	54	13	67	2	69	17	11	19	88	24	25	69	70	61	25	61	83	40	64	5	48	100	13	98	67	98	78	18	13	33	19	99	28	99	8	88	70	81	85	84	81	53	48	55	94	44	54	41	24
97	80	74	14	88	57	63	37	82	22	19	60	8	18	47	80	8	83	10	32	13	43	97	20	98	96	37	17	44	41	90	93	54	83	53	82	46	56	95	31	42	61	40	59	64	67	94	47	100	49
36	33	93	12	6	16	16	60	26	48	16	35	76	40	99	55	100	19	3	80	66	99	20	69	3	90	37	69	2	22	93	3	81	51	94	58	28	47	3	16	27	99	2	95	20	85	94	94	41	55
83	83	94	88	29	20	41	67	84	80	54	10	19	88	88	26	74	36	37	40	53	49	46	95	22	12	65	100	30	34	21	3	98	57	45	100	51	73	71	56	74	44	75	33	57	32	9	67	67	40
26	35	62	54	95	22	85	12	40	42	92	54	63	88	5	73	59	36	87	1	26	4	57	17	54	22	20	72	88	19	43	71	3	11	50	94	8	94	12	81	42	50	57	29	72	83	96	37	32	8
48	87	73	71	56	38	95	94	56	89	12	81	2	45	9	54	74	38	35	73	13	15	15	65	94	59	74	4	21	74	74	46	34	92	10	90	14	52	1	44	49	46	42	66	50	89	40	37	91	63
94	19	17	63	53	89	100	33	61	29	81	58	91	99	31	77	29	82	65	71	27	14	32	37	39	19	45	3	19	28	55	79	11	19	9	36	32	25	50	98	42	77	42	88	27	74	90	20	94	12
75	91	59	12	33	35	1	33	19	73	28	79	5	56	83	83	5	19	92	66	49	16	59	9	3	35	93	85	8	31	33	71	95	29	23	86	53	99	71	100	58	7	74	68	67	65	12	14	59	89
2	62	19	3	75	73	99	26	35	71	71	75	13	82	4	83	67	39	54	48	93	96	18	92	94	60	22	52	15	87	85	16	38	4	96	32	86	83	35	3	75	48	44	12	73	87	91	97	67	41
72	18	30	78	55	93	43	25	61	82	62	54	7	42	73	9	83	12	24	3	34	17	33	50	8	27	22	51	48	75	99	26	74	68	22	45	91	29	84	28	69	85	26	10	57	57	45	12	83	96
63	76	50	5	97	97	11	61	32	69	81	80	96	31	35	99	38	83	9	19	75	98	2	14	7	62	63	77	62	51	44	47	29	14	39	58	63	66	75	69	98	95	33	49	32	7	97	5	60	29
38	45	53	76	86	83	88	65	55	21	45	94	77	96	93	93	43	60	59	32	71	50	41	86	71	74	58	46	83	31	18	12	100	7	11	17	93	5	65	50	73	88	77	100	79	58	60	35	81	21
11	87	54	39	15	27	7	17	38	65	48	49	37	38	2	32	47	46	37	78	46	35	42	18	45	77	54	97	29	84	11	20	19	2	64	29	96	57	4	67	85	65	65	37	6	34	81	54	65	65
95	99	6	74	37	16	25	61	84	23	80	15	21	12	48	20	73	94	81	40	12	84	88	17	51	50	5	53	64	46	4	30	95	80	34	67	100	7	59	38	16	97	16	74	1	83	41	73	6	71
73	25	28	59	18	39	7	64	66	20	46	70	92	39	33	82	27	51	47	60	2	73	98	57	21	66	2	26	33	6	61	58	42	58	87	44	9	58	69	2	88	96	43	2	18	39	82	33	61	7
48	25	41	44	88	57	11	71	38	94	8	26	65	44	50	88	64	79	66	88	23	48	93	88	19	14	82	96	44	67	2	60	31	55	85	65	18	99	53	2	14	88	82	48	66	49	100	44	14	54
44	80	33	52	37	8	91	21	66	97	71	23	88	43	48	8	6	57	76	85	74	25	87	72	26	54	70	52	32	7	10	88	15	84	68	99	53	42	49	62	48	87	40	31	98	37	17	48	51	79
41	11	80	39	2	31	39	67	45	22	2	85	25	67	68	84	22	12	90	17	59	70	91	37	21	21	2	79	68	29	9	53	5	22	43	74	95	74	37	8	11	67	31	22	57	59	15	19	1	72
53	71	52	13	36	69	88	45	72	75	86	11	30	76	14	98	38	4	52	40	22	75	83	74	88	29	61	66	21	7	28	44	40	94	45	15	70	55	91	93	47	48	35	79	78	47	80	21	37	35
2	83	42	26	100	49	5	63	39	64	56	75	3	83	89	87	63	69	77	1	66	59	44	53	76	21	42	72	5	50	35	7	61	74	92	50	59	27	28	20	66	96	7	13	44	79	58	38	2	10
87	20	92	23	49	69	90	12	77	97	97	80	27	99	73	32	92	90	53	53	35	68	90	9	26	83	94	70	54	98	99	87	64	15	3	60	31	47	73	49	87	86	19	46	13	76	33	11	32	28
67	75	61	37	95	68	75	25	98	74	70	83	19	10	3	29	95	33	54	13	8	81	97	68	93	48	76	53	95	95	60	3	74	47	74	70	57	14	50	92	8	12	29	74	70	3	87	26	40	86
93	72	91	47	9	92	78	43	75	5	73	21	55	58	49	44	100	5	39	41	99	77	80	40	85	2	37	15	77	26	51	66	56	92	89	65	29	47	53	85	24	9	90	34	19	63	73	12	48	37
10	87	21	34	44	59	48	33	29	52	65	60	39	33	46	85	13	49	24	7	89	96	93	89	34	27	64	71	8	3	60	58	13	90	62	38	36	82	27	94	87	51	68	84	75	76	59	49	95	29
53	54	10	96	51	99	41	23	90	1	60	96	13	71	24	11	92	34	25	90	1	54	16	54	81	93	3	3	75	61	32	54	33	82	11	8	60	25	26	98	5	31	11	54	27	14	90	72	49	77
12	87	74	89	98	21	65	81	3	82	8	89	78	62	63	48	35	68	62	75	32	97	6	92	45	27	80	56	26	60	86	21	3	60	26	56	100	90	39	70	70	77	92	85	59	81	66	100	78	67
68	53	54	98	29	67	64	10	27	56	86	24	33	45	85	2	90	43	28	98	13	47	97	8	81	84	43	39	10	99	35	4	18	76	48	1	59	7	27	66	67	49	61	12	22	92	53	57	80	11
48	63	73	88	30	7	44	57	56	99	43	35	17	5	60	73	17	31	33	17	32	21	27	64	34	40	86	32	69	1	4	15	80	87	25	28	5	37	61	22	44	89	14	38	8	99	13	31	58	66
45	25	27	71	79	100	59	65	17	34	39	82	64	76	11	36	5	62	46	89	29	16	86	8	20	75	17	16	79	45	1	36	37	37	32	33	36	95	3	69	57	68	44	27	17	74	33	72	80	65
40	33	20	80	11	32	58	15	60	38	35	19	59	100	53	78	64	70	96	6	38	50	10	93	3	63	96	31	36	52	21	71	94	47	49	34	78	5	86	16	34	69	2	96	60	74	74	12	4	32
92	47	75	30	94	12	29	27	55	75	53	41	43	81	87	47	31	3	66	47	57	44	90	92	10	35	20	14	82	36	3	67	1	9	13	43	85	10	10	32	46	63	20	26	26	59	27	25	30	61
10	9	19	18	83	13	86	29	23	27	80	55	6	32	21	85	37	11	11	92	47	66	75	52	90	99	29	34	51	54	34	32	2	92	49	49	57	99	70	81	31	83	90	91	41	97	14	76	41	78
100	2	35	35	97	3	8	46	86	91	52	31	16	9	96	4	92	24	20	26	81	85	28	35	18	96	36	24	36	3	73	96	61	80	8	24	94	57	56	87	34	87	97	29	44	10	63	22	92	98
37	15	86	36	94	69	98	19	32	1	89	84	95	48	82	68	25	25	7	39	96	50	17	91	33	76	4	57	26	97	84	8	44	35	82	99	28	81	93	7	48	69	53	12	62	63	50	9	88	86
7	85	90	5	63	91	21	12	99	96	18	8	46	84	59	18	34	100	93	96	85	12	74	61	93	89	79	18	92	70	54	81	79	88	16	17	72	88	80	94	13	26	60	95	19	53	31	33	64	85
65	44	45	72	44	80	60	86	11	16	56	5	34	79	91	25	50	54	14	68	34	27	7	71	83	15	9	26	78	18	83	39	76	2	34	74	6	33	85	27	20	6	6	87	51	94	25	11	74	28
98	83	19	65	65	36	64	72	13	77	58	98	2	84	90	21	39	65	47	91	3	94	2	88	89	46	80	64	33	13	34	51	80	82	32	90	95	77	42	83	13	73	19	50	28	97	24	68	94	64
88	67	52	54	65	60	62	2	55	41	84	95	94	79	17	42	90	68	48	23	24	9	43	80	15	55	55	66	44	62	23	90	75	54	22	85	29	37	77	86	62	4	96	36	96	100	70	20	90	49
28	1	99	52	92	82	18	37	37	84	3	61	16	22	84	90	50	39	6	68	61	28	16	55	43	71	32	85	17	24	35	9	52	84	78	76	82	56	20	50	27	64	95	19	96	10	44	43	69	5
61	26	81	56	49	74	46	60	22	23	20	72	85	46	23	45	14	62	56	23	12	10	2	85	41	86	58	74	28	80	78	100	36	86	18	99	86	30	54	34	62	41	70	29	84	90	7	11	69	58
66	51	23	72	71	81	6	33	73	91	51	50	50	60	76	51	25	34	4	79	100	76	93	95	14	39	16	2	1	73	29	48	41	89	96	43	90	52	24	13	5	40	42	39	65	43	77	86	39	2
16	1	3	29	43	32	34	12	100	22	60	96	77	79	98	73	77	7	74	80	58	51	70	74	4	22	97	51	9	77	74	36	94	17	1	93	55	71	85	9	74	39	73	4	19	75	39	32	40	61
22	47	56	15	72	32	36	9	87	19	98	1	90	59	6	91	25	15	71	46	43	19	62	24	53	16	81	16	60	68	20	44	73	36	91	48	45	39	61	37	78	15	92	68	21	98	22	22	79	78
10	60	14	10	98	44	95	59	24	37	23	68	76	60	13	48	40	29	20	32	54	22	20	99	75	42	75	22	43	51	94	71	33	93	42	30	1	96	10	51	18	78	41	98	59	45	41	64	12	50
36	78	64	31	20	87	87	28	86	54	44	80	98	70	59	62	22	41	91	18	14	88	41	2	3	7	2	87	56	82	3	89	72	76	57	14	58	96	63	24	97	77	82	28	39	81	81	30	33	83
67	86	75	25	41	70	13	4	88	97	14	7	67	38	30	34	81	92	15	52	65	62	63	42	80	96	72	43	25	91	92	86	37	14	47	73	5	98	92	85	73	23	85	43	96	6	85	95	60	5
73	79	88	59	58	70	8	24	25	13	57	95	8	27	34	48	47	62	96	28	38	17	16	13	3	30	97	97	44	67	16	32	1	25	78	61	67	22	85	87	79	85	90	13	8	20	46	10	79	69
42	46	88	66	47	29	18	67	20	17	60	8	71	49	20	92	3	72	23	31	49	83	31	83	33	78	82	31	32	71	26	96	41	16	38	21	78	41	34	36	99	3	45	86	94	10	99	84	76	20
47	39	92	21	20	99	70	99	10	96	100	13	69	87	31	11	4	7	65	84	79	66	75	39	68	89	45	35	65	10	12	18	79	8	4	1	46	59	40	39	49	31	79	31	74	88	67	73	62	83
13	12	24	55	64	90	81	4	95	51	39	19	21	37	13	54	49	35	95	74	94	83	33	20	84	22	78	59	23	10	1	42	9	44	98	51	55	52	56	56	8	33	13	88	46	5	74	58	58	21
99	36	44	95	86	93	60	85	46	25	29	8	13	64	79	53	47	6	38	31	19	5	86	23	69	24	43	39	18	95	49	45	15	71	13	69	60	60	26	29	20	44	36	20	53	28	43	98	11	43
84	66	19	62	78	50	87	47	33	35	74	97	99	2	21	21	73	86	31	24	72	25	9	14	25	48	78	49	8	55	84	98	20	75	5	13	87	2	56	91	33	45	10	29	23	95	78	71	77	1
74	89	55	28	13	20	83	48	91	77	33	23	52	52	95	70	83	13	77	41	81	28	12	75	18	96	57	43	54	18	80	20	53	65	55	6	5	29	96	5	15	35	45	86	73	56	13	40	63	4
61	51	86	51	25	56	21	42	34	69	28	47	3	31	17	59	93	1	10	30	96	31	53	18	15	48	53	80	96	51	34	26	33	96	66	53	36	33	31	30	65	57	40	63	9	68	66	69	18	87
28	40	62	47	36	66	84	69	90	70	6	52	43	38	11	8	73	21	19	10	59	34	72	69	42	48	61	26	48	95	25	52	85	37	77	51	51	24	36	52	12	61	60	70	100	19	60	33	13	62
83	41	60	83	28	10	96	41	18	1	64	74	85	95	88	3	46	61	44	4	43	48	7	82	30	48	86	75	58	1	87	4	28	79	75	46	49	7	47	11	23	81	89	32	57	60	89	55	35	26
82	26	53	59	1	77	66	64	37	60	22	34	83	70	97	96	13	42	84	42	19	39	54	1	34	67	79	86	64	4	55	6	37	73	70	53	67	52	24	42	23	53	48	10	33	96	99	43	8	8
84	81	89	18	34	34	45	95	72	19	94	4	96	8	83	87	76	48	71	75	62	35	29	9	91	49	34	85	69	5	49	77	57	89	45	44	40	80	59	39	99	30	57	38	93	63	45	8	30	60
60	90	78	12	63	96	81	6	36	8	44	82	42	73	75	61	82	87	74	45	98	20	39	80	7	40	45	75	78	34	64	6	32	95	17	78	89	41	63	80	18	27	62	77	14	50	15	30	35	77
